timestamp,gaze_x,gaze_y,confidence,fps,calibrated,eye_gaze_x,eye_gaze_y,head_gaze_x,head_gaze_y,raw_gaze_x,raw_gaze_y,eye_confidence,eye_closure_ratio,eye_weight,head_weight,head_pose_angles,resolution,cpu_percent,memory_used_mb,memory_percent,pitch_deg,yaw_deg,roll_deg
2025-11-20T14:27:49.838584,0.0003854616211181941,0.0006415291896890742,0.7599715558299525,0.0,False,0.45568326384290914,0.3890193401904393,0.5083254079189352,0.3511883278407451,0.477443942508182,0.4419274897802444,0.58375,1.3548153993692789,0.5766449109190334,0.4233550890809667,"[-0.5843820700299098, 0.03269380044533152, -0.6137225312981998]",1280x720,15.9,7573.23828125,96.7,-33.48262623583235,1.8732167817604273,-35.16371083547242
2025-11-20T14:27:49.949366,0.00038742718428205964,0.0006115869122794796,0.7698578076525335,0.0,False,0.49371676874437465,0.5011912144925516,0.5132030495405401,0.23248206749914335,0.49681801266140413,0.5006090808700729,0.6074999999999999,1.4064416056501563,0.5863495346432264,0.4136504653567735,"[-1.0505404643102767, 0.051848254301928395, -1.1053948339497275]",1280x720,15.9,7573.23828125,96.7,-60.191534812692744,2.9706861466215115,-63.334458680883834
2025-11-20T14:27:49.977399,0.00040109570146403055,0.0005895703266974779,0.7772623060290003,0.0,False,0.5790696700139555,0.5599636649287831,0.5180313930748464,0.13624880724939104,0.540866233207084,0.5301269133885702,0.624375,1.3709290746372003,0.5929788857796998,0.4070211142203002,"[-1.4284475935997973, 0.07080911502240887, -1.4980563209836866]",1280x720,15.9,7573.23828125,96.7,-81.844018368887,4.057063441840424,-85.83230466526058
2025-11-20T14:27:50.009404,0.0004104898929109213,0.0005445049056753133,0.7731108829568789,0.0,False,0.5838857511598479,0.4951888563941014,0.509858415747606,0.0596763673869527,0.5428256444386892,0.4975371281305949,0.615,1.3990106433824652,0.5893223819301848,0.41067761806981523,"[-1.7291468617739003, 0.038713908110891274, -1.8159157877075653]",1280x720,15.9,7573.23828125,96.7,-99.07281733793563,2.218143543211356,-104.04431058681787
2025-11-20T14:27:50.058212,0.00041432025696387106,0.000500308361368805,0.7671941650771632,0.0,False,0.5644612118239642,0.4898127469865587,0.5099359995227123,0.0,0.5338285291517103,0.49484020755404523,0.6012500000000001,1.4101915272363277,0.5838390844459859,0.41616091555401424,"[-1.9915576678453135, 0.0390185788832807, -1.4402068347769248]",1280x720,15.9,7573.23828125,96.7,-114.10784902445353,2.2355998926102605,-82.51777325861286
2025-11-20T14:27:50.101294,0.0004182888412776975,0.0004685712347073598,0.7736589899162536,0.0,False,0.5721440003719231,0.4815976855041767,0.5114851107876617,0.0,0.5375185548143923,0.490743222690764,0.61625,1.3383843481577287,0.5898137070586225,0.4101862929413776,"[-2.202910373541112, 0.04510192459522859, -1.1390250179915158]",1280x720,15.9,7573.23828125,96.7,-126.21746704949337,2.584149927223882,-65.26132629072652
2025-11-20T14:27:50.135592,0.0004194731214977371,0.0004507223674348598,0.7703957221552762,0.0,False,0.5626670352887275,0.5018914783727053,0.508923160834821,0.0,0.5325256716645459,0.5009502796899705,0.6087499999999999,1.4015504619663723,0.5868479944913065,0.41315200550869347,"[-2.36499808179837, 0.0350411706568424, -0.8973083426442889]",1280x720,15.9,7573.23828125,96.7,-135.50440864358202,2.0077111878347322,-51.4119809553965
2025-11-20T14:27:50.174655,0.00041967243962652757,0.0004413708841489711,0.7671941650771632,0.0,False,0.56127621840029,0.5173969210259562,0.5048071988727606,0.0,0.5316584819072001,0.5087550481160482,0.6012500000000001,1.3677059601395904,0.5838390844459859,0.41616091555401424,"[-2.4722282513416483, 0.018877825828762212, -1.333888111193858]",1280x720,15.9,7573.23828125,96.7,-141.64824479488414,1.0816197463711303,-76.42615911408512
2025-11-20T14:27:50.220411,0.00042385965466602696,0.00042977921327277865,0.7764245667686035,0.0,False,0.5930550509247986,0.4896000911896622,0.4998382791806468,0.0,0.5490592934234797,0.4947975715001424,0.6225,1.4101915272363277,0.5922528032619776,0.4077471967380224,"[-2.586533649915559, -0.000635076172515469, -1.0540064229775075]",1280x720,15.9,7573.23828125,96.7,-148.19746170872992,-0.03638718435445854,-60.390119616291855
2025-11-20T14:27:50.260380,0.00042609034306494587,0.000415802205920833,0.7764245667686035,0.0,False,0.5918911293006032,0.4658419755755735,0.49420028602475274,0.0,0.5485714750680311,0.4828745444615682,0.6225,1.3750344181018788,0.5922528032619776,0.4077471967380224,"[-2.676795685386075, -0.022775423521948505, -0.8300956634281589]",1280x720,15.9,7573.23828125,96.7,-153.36909539145063,-1.3049356444306304,-47.56097810654558
2025-11-20T14:27:50.304352,0.0004261691435236582,0.0004064399914717368,0.7815059253656077,0.0,False,0.5828749592298622,0.46416661582366014,0.49080648816664235,0.0,0.5433867171004012,0.4820369084676107,0.63375,1.36919202963534,0.5965708522440747,0.40342914775592537,"[-2.7438187493135566, -0.03610283654545912, -0.6507721712483759]",1280x720,15.9,7573.23828125,96.7,-157.20923408453083,-2.0685401625054767,-37.2864988370968
