timestamp,gaze_x,gaze_y,confidence,cpu_percent,memory_used_mb,memory_percent
2025-12-09T11:53:25.775216Z,650,349,1.0,12.0,11271.42,70.4
2025-12-09T11:53:25.805309Z,661,343,1.0,25.0,11281.49,70.5
2025-12-09T11:53:25.827249Z,673,339,0.977,18.8,11283.07,70.5
2025-12-09T11:53:25.850159Z,685,336,1.0,22.2,11283.48,70.5
2025-12-09T11:53:25.872062Z,697,333,1.0,25.0,11287.43,70.5
2025-12-09T11:53:25.903372Z,707,327,1.0,12.5,11286.65,70.5
2025-12-09T11:53:25.935993Z,715,321,1.0,6.2,11286.16,70.5
2025-12-09T11:53:25.969030Z,719,315,1.0,56.2,11286.26,70.5
2025-12-09T11:53:26.016165Z,723,311,1.0,45.8,11286.16,70.5
2025-12-09T11:53:26.048795Z,725,308,1.0,56.2,11285.84,70.5
2025-12-09T11:53:26.080540Z,728,309,1.0,6.2,11285.09,70.5
2025-12-09T11:53:26.112402Z,733,311,1.0,6.2,11286.32,70.5
2025-12-09T11:53:26.145420Z,737,317,1.0,52.9,11287.93,70.5
2025-12-09T11:53:26.176615Z,739,323,1.0,12.5,11287.69,70.5
2025-12-09T11:53:26.209645Z,740,327,1.0,58.8,11287.86,70.5
2025-12-09T11:53:26.238213Z,741,328,1.0,12.5,11287.99,70.5
2025-12-09T11:53:26.271441Z,740,327,1.0,31.2,11287.92,70.5
2025-12-09T11:53:26.304123Z,744,325,1.0,6.2,11302.46,70.6
2025-12-09T11:53:26.334775Z,752,321,1.0,12.5,11308.48,70.7
2025-12-09T11:53:26.368432Z,765,317,1.0,12.5,11298.86,70.6
2025-12-09T11:53:26.415852Z,775,312,1.0,4.2,11301.2,70.6
2025-12-09T11:53:26.447240Z,785,307,1.0,12.5,11294.38,70.6
2025-12-09T11:53:26.478601Z,794,300,1.0,6.2,11297.44,70.6
2025-12-09T11:53:26.510574Z,802,293,1.0,6.7,11292.64,70.6
2025-12-09T11:53:26.543847Z,807,286,1.0,18.8,11291.27,70.5
2025-12-09T11:53:26.575139Z,809,280,1.0,17.6,11291.07,70.5
2025-12-09T11:53:26.609206Z,809,278,1.0,56.2,11289.8,70.5
2025-12-09T11:53:26.639451Z,807,278,1.0,58.8,11289.29,70.5
2025-12-09T11:53:26.672047Z,804,279,1.0,56.2,11288.78,70.5
2025-12-09T11:53:26.697884Z,800,280,1.0,12.5,11290.76,70.5
2025-12-09T11:53:26.726626Z,796,282,1.0,0.0,11289.18,70.5
2025-12-09T11:53:26.759463Z,793,283,1.0,26.3,11288.94,70.5
2025-12-09T11:53:26.811125Z,790,284,1.0,3.4,11289.55,70.5
2025-12-09T11:53:26.839809Z,787,284,1.0,6.2,11289.61,70.5
2025-12-09T11:53:26.875310Z,783,282,1.0,56.2,11289.06,70.5
2025-12-09T11:53:26.902309Z,780,279,1.0,6.2,11288.95,70.5
2025-12-09T11:53:26.935647Z,777,276,1.0,6.2,11289.08,70.5
2025-12-09T11:53:26.967308Z,774,274,1.0,0.0,11289.1,70.5
2025-12-09T11:53:26.999075Z,770,272,1.0,50.0,11289.03,70.5
2025-12-09T11:53:27.033337Z,765,270,1.0,11.8,11288.88,70.5
2025-12-09T11:53:27.062518Z,761,269,1.0,18.8,11289.04,70.5
2025-12-09T11:53:27.094736Z,758,267,1.0,50.0,11288.87,70.5
2025-12-09T11:53:27.126959Z,755,265,1.0,11.8,11288.91,70.5
2025-12-09T11:53:27.158536Z,753,265,1.0,6.2,11288.86,70.5
2025-12-09T11:53:27.211821Z,751,265,1.0,12.5,11288.64,70.5
2025-12-09T11:53:27.240369Z,749,264,1.0,6.2,11288.64,70.5
2025-12-09T11:53:27.271690Z,747,262,1.0,12.5,11288.63,70.5
2025-12-09T11:53:27.304456Z,746,260,1.0,6.2,11288.63,70.5
2025-12-09T11:53:27.335824Z,748,259,1.0,6.2,11288.74,70.5
2025-12-09T11:53:27.370251Z,750,257,1.0,16.7,11288.64,70.5
2025-12-09T11:53:27.400378Z,753,257,1.0,0.0,11288.69,70.5
2025-12-09T11:53:27.432287Z,756,259,1.0,5.6,11288.64,70.5
2025-12-09T11:53:27.463409Z,758,260,1.0,17.4,11288.63,70.5
2025-12-09T11:53:27.495346Z,761,261,1.0,12.5,11288.72,70.5
2025-12-09T11:53:27.531611Z,764,262,1.0,62.5,11288.43,70.5
2025-12-09T11:53:27.574801Z,766,264,1.0,4.3,11286.88,70.5
2025-12-09T11:53:27.606526Z,766,265,1.0,5.9,11286.53,70.5
2025-12-09T11:53:27.640382Z,767,265,1.0,50.0,11286.38,70.5
2025-12-09T11:53:27.671364Z,768,266,1.0,50.0,11286.3,70.5
2025-12-09T11:53:27.708572Z,769,267,1.0,0.0,11286.18,70.5
2025-12-09T11:53:27.735517Z,768,267,1.0,58.8,11301.83,70.6
2025-12-09T11:53:27.766896Z,764,266,1.0,68.8,11312.0,70.7
2025-12-09T11:53:27.797815Z,751,265,1.0,62.5,11316.85,70.7
2025-12-09T11:53:27.831247Z,733,263,1.0,0.0,11318.13,70.7
2025-12-09T11:53:27.865535Z,714,260,1.0,12.5,11315.38,70.7
2025-12-09T11:53:27.894640Z,698,257,1.0,6.2,11309.2,70.7
2025-12-09T11:53:27.927352Z,683,255,1.0,50.0,11308.31,70.6
2025-12-09T11:53:27.978717Z,668,255,1.0,8.0,11307.35,70.6
2025-12-09T11:53:28.010461Z,657,256,1.0,15.8,11306.63,70.6
2025-12-09T11:53:28.044973Z,655,253,1.0,10.0,11305.44,70.6
2025-12-09T11:53:28.070895Z,664,246,1.0,0.0,11305.23,70.6
2025-12-09T11:53:28.102845Z,681,244,1.0,11.1,11303.92,70.6
2025-12-09T11:53:28.136073Z,701,242,1.0,4.8,11303.81,70.6
2025-12-09T11:53:28.168674Z,712,241,1.0,5.9,11303.79,70.6
2025-12-09T11:53:28.202769Z,721,237,1.0,12.5,11303.59,70.6
2025-12-09T11:53:28.232880Z,717,237,1.0,17.6,11303.58,70.6
2025-12-09T11:53:28.262235Z,715,239,1.0,6.2,11303.57,70.6
2025-12-09T11:53:28.295693Z,704,239,1.0,6.2,11303.57,70.6
2025-12-09T11:53:28.327864Z,696,237,1.0,0.0,11303.61,70.6
2025-12-09T11:53:28.379765Z,689,236,1.0,4.2,11303.46,70.6
2025-12-09T11:53:28.407644Z,685,236,1.0,100.0,11303.4,70.6
2025-12-09T11:53:28.438493Z,681,238,1.0,6.2,11303.44,70.6
2025-12-09T11:53:28.470190Z,677,240,1.0,0.0,11303.41,70.6
2025-12-09T11:53:28.501807Z,674,244,1.0,0.0,11303.47,70.6
2025-12-09T11:53:28.537051Z,672,248,1.0,18.8,11303.36,70.6
2025-12-09T11:53:28.567285Z,672,252,1.0,6.2,11303.34,70.6
2025-12-09T11:53:28.598104Z,672,255,1.0,6.2,11303.32,70.6
2025-12-09T11:53:28.631598Z,672,257,1.0,6.2,11303.3,70.6
2025-12-09T11:53:28.664024Z,673,260,1.0,6.2,11303.42,70.6
2025-12-09T11:53:28.698207Z,673,262,1.0,10.5,11303.33,70.6
2025-12-09T11:53:28.728448Z,675,264,1.0,0.0,11301.83,70.6
2025-12-09T11:53:28.775156Z,675,267,1.0,7.7,11301.6,70.6
2025-12-09T11:53:28.809014Z,676,269,1.0,4.5,11301.42,70.6
2025-12-09T11:53:28.839291Z,676,268,1.0,6.2,11301.32,70.6
2025-12-09T11:53:28.875415Z,677,266,1.0,56.2,11301.73,70.6
2025-12-09T11:53:28.903811Z,679,261,1.0,17.6,11302.0,70.6
2025-12-09T11:53:28.934972Z,682,257,1.0,6.2,11301.86,70.6
2025-12-09T11:53:28.966822Z,683,255,1.0,6.2,11301.58,70.6
2025-12-09T11:53:28.999396Z,684,257,1.0,52.9,11301.46,70.6
2025-12-09T11:53:29.034233Z,685,261,1.0,0.0,11300.7,70.6
2025-12-09T11:53:29.062766Z,686,265,1.0,56.2,11300.63,70.6
2025-12-09T11:53:29.096674Z,687,266,1.0,0.0,11300.63,70.6
2025-12-09T11:53:29.142002Z,688,267,1.0,4.2,11314.0,70.7
2025-12-09T11:53:29.175373Z,690,268,1.0,0.0,11310.91,70.7
2025-12-09T11:53:29.210765Z,694,269,1.0,31.2,11309.46,70.7
2025-12-09T11:53:29.237713Z,701,270,1.0,6.2,11311.48,70.7
2025-12-09T11:53:29.270137Z,711,269,1.0,25.0,11307.44,70.6
2025-12-09T11:53:29.302582Z,715,265,0.89,6.2,11306.68,70.6
2025-12-09T11:53:29.336183Z,718,258,0.912,6.2,11304.81,70.6
2025-12-09T11:53:29.370595Z,714,250,0.742,21.7,11303.09,70.6
2025-12-09T11:53:29.400337Z,717,245,0.85,9.1,11301.97,70.6
2025-12-09T11:53:29.431400Z,721,248,0.972,6.2,11301.42,70.6
2025-12-09T11:53:29.463410Z,734,252,1.0,4.5,11301.18,70.6
