timestamp,gaze_x,gaze_y,confidence,cpu_percent,memory_used_mb,memory_percent
2025-11-28T17:41:49.932473Z,644,360,0.587,22.6,13675.25,85.4
2025-11-28T17:41:50.047493Z,644,361,0.788,64.9,13717.76,85.7
2025-11-28T17:41:50.076586Z,645,359,0.75,37.5,13723.82,85.7
2025-11-28T17:41:50.109765Z,645,356,0.809,37.5,13725.81,85.8
2025-11-28T17:41:50.143646Z,645,349,0.808,37.5,13730.0,85.8
2025-11-28T17:41:50.181424Z,645,342,0.92,87.5,13729.84,85.8
2025-11-28T17:41:50.209868Z,644,334,0.98,50.0,13729.83,85.8
2025-11-28T17:41:50.245719Z,645,327,0.949,50.0,13732.53,85.8
2025-11-28T17:41:50.278302Z,644,320,0.98,43.8,13734.43,85.8
2025-11-28T17:41:50.320887Z,643,313,0.995,41.2,13738.72,85.8
2025-11-28T17:41:50.349667Z,642,307,1.0,76.5,13742.3,85.9
2025-11-28T17:41:50.383774Z,640,303,1.0,81.2,13746.35,85.9
2025-11-28T17:41:50.413976Z,639,300,1.0,75.0,13744.91,85.9
2025-11-28T17:41:50.455196Z,638,299,1.0,69.2,13741.27,85.9
2025-11-28T17:41:50.480636Z,637,297,1.0,50.0,13745.09,85.9
2025-11-28T17:41:50.506433Z,637,295,1.0,0.0,13744.71,85.9
2025-11-28T17:41:50.530964Z,641,292,1.0,25.0,13744.66,85.9
2025-11-28T17:41:50.558903Z,646,292,1.0,35.7,13744.65,85.9
2025-11-28T17:41:50.585856Z,653,291,1.0,80.0,13744.62,85.9
2025-11-28T17:41:50.611518Z,660,292,1.0,64.7,13743.84,85.9
2025-11-28T17:41:50.642461Z,666,292,1.0,37.5,13743.72,85.9
2025-11-28T17:41:50.675450Z,667,293,1.0,100.0,13743.64,85.9
2025-11-28T17:41:50.709055Z,665,294,1.0,56.2,13743.23,85.9
2025-11-28T17:41:50.739950Z,661,293,1.0,56.2,13743.12,85.9
2025-11-28T17:41:50.785183Z,658,294,1.0,54.2,13744.28,85.9
2025-11-28T17:41:50.822936Z,655,294,1.0,72.2,13744.54,85.9
2025-11-28T17:41:50.858215Z,653,295,1.0,30.4,13748.29,85.9
2025-11-28T17:41:50.897158Z,651,296,1.0,72.2,13753.08,85.9
2025-11-28T17:41:50.931199Z,649,295,1.0,76.5,13750.81,85.9
2025-11-28T17:41:50.966915Z,650,295,1.0,54.2,13750.4,85.9
2025-11-28T17:41:51.002446Z,655,294,1.0,56.2,13750.28,85.9
2025-11-28T17:41:51.033480Z,666,293,1.0,56.2,13750.12,85.9
2025-11-28T17:41:51.065445Z,677,292,1.0,56.2,13742.84,85.9
2025-11-28T17:41:51.098085Z,688,291,1.0,56.2,13742.6,85.9
2025-11-28T17:41:51.131665Z,696,292,1.0,37.5,13741.67,85.9
2025-11-28T17:41:51.165521Z,702,293,1.0,68.8,13741.67,85.9
2025-11-28T17:41:51.197652Z,708,295,1.0,68.8,13741.67,85.9
2025-11-28T17:41:51.231141Z,713,296,1.0,36.0,13741.68,85.9
2025-11-28T17:41:51.265749Z,718,298,1.0,6.7,13741.68,85.9
2025-11-28T17:41:51.310168Z,720,298,1.0,58.8,13741.67,85.9
2025-11-28T17:41:51.350917Z,721,299,1.0,100.0,13741.68,85.9
2025-11-28T17:41:51.382198Z,722,300,1.0,100.0,13741.72,85.9
2025-11-28T17:41:51.407568Z,724,300,1.0,76.5,13741.64,85.9
2025-11-28T17:41:51.432432Z,727,299,1.0,57.1,13741.6,85.9
2025-11-28T17:41:51.460923Z,728,300,1.0,61.5,13741.51,85.9
2025-11-28T17:41:51.494890Z,729,300,1.0,56.2,13741.29,85.9
2025-11-28T17:41:51.527270Z,731,299,1.0,35.0,13741.29,85.9
2025-11-28T17:41:51.558689Z,733,299,1.0,23.5,13741.29,85.9
2025-11-28T17:41:51.589650Z,735,300,1.0,7.1,13741.32,85.9
2025-11-28T17:41:51.619551Z,735,299,1.0,57.1,13741.36,85.9
2025-11-28T17:41:51.650538Z,736,299,1.0,56.2,13741.39,85.9
2025-11-28T17:41:51.679260Z,737,297,1.0,76.5,13741.88,85.9
2025-11-28T17:41:51.708465Z,737,296,1.0,64.7,13741.81,85.9
2025-11-28T17:41:51.740550Z,736,294,1.0,12.5,13741.78,85.9
2025-11-28T17:41:51.776381Z,735,293,1.0,62.5,13740.7,85.8
2025-11-28T17:41:51.807566Z,735,293,1.0,22.7,13740.49,85.8
2025-11-28T17:41:51.839014Z,735,294,1.0,0.0,13740.32,85.8
2025-11-28T17:41:51.872038Z,735,295,1.0,28.0,13752.6,85.9
2025-11-28T17:41:51.900768Z,736,295,1.0,0.0,13751.52,85.9
2025-11-28T17:41:51.929024Z,736,295,1.0,75.0,13748.95,85.9
2025-11-28T17:41:51.958536Z,738,295,1.0,41.2,13746.86,85.9
2025-11-28T17:41:51.989465Z,738,296,1.0,44.4,13745.67,85.9
2025-11-28T17:41:52.038043Z,737,296,1.0,16.0,13745.19,85.9
2025-11-28T17:41:52.078929Z,735,297,1.0,36.0,13743.73,85.9
2025-11-28T17:41:52.106539Z,735,297,1.0,12.5,13742.93,85.9
2025-11-28T17:41:52.131306Z,736,296,1.0,100.0,13742.7,85.9
2025-11-28T17:41:52.161012Z,737,294,1.0,25.0,13742.55,85.9
2025-11-28T17:41:52.189411Z,737,295,1.0,6.2,13742.48,85.9
2025-11-28T17:41:52.243042Z,737,296,1.0,45.8,13742.41,85.9
2025-11-28T17:41:52.285526Z,737,298,1.0,46.2,13742.27,85.9
2025-11-28T17:41:52.318802Z,738,300,1.0,12.5,13742.17,85.9
2025-11-28T17:41:52.350972Z,738,300,1.0,12.5,13742.02,85.9
2025-11-28T17:41:52.385728Z,736,300,1.0,56.2,13741.94,85.9
2025-11-28T17:41:52.431755Z,734,299,1.0,64.0,13741.91,85.9
2025-11-28T17:41:52.471532Z,733,298,1.0,70.8,13745.93,85.9
2025-11-28T17:41:52.504438Z,734,299,1.0,70.6,13753.09,85.9
2025-11-28T17:41:52.530647Z,736,300,1.0,37.5,13768.36,86.0
2025-11-28T17:41:52.554588Z,738,300,1.0,62.5,13770.24,86.0
2025-11-28T17:41:52.580719Z,738,299,1.0,37.5,13769.86,86.0
2025-11-28T17:41:52.610025Z,737,298,1.0,40.0,13770.03,86.0
2025-11-28T17:41:52.640636Z,735,298,1.0,17.6,13770.13,86.0
2025-11-28T17:41:52.674726Z,734,298,1.0,64.7,13770.08,86.0
2025-11-28T17:41:52.709473Z,733,299,1.0,68.8,13772.4,86.0
2025-11-28T17:41:52.743766Z,734,299,1.0,43.8,13778.05,86.1
2025-11-28T17:41:52.772492Z,734,299,1.0,100.0,13777.84,86.1
2025-11-28T17:41:52.804354Z,734,298,1.0,35.3,13782.16,86.1
2025-11-28T17:41:52.850674Z,734,297,1.0,56.0,13780.57,86.1
2025-11-28T17:41:52.882558Z,735,298,1.0,64.7,13783.78,86.1
2025-11-28T17:41:52.918852Z,735,299,1.0,65.2,13780.8,86.1
2025-11-28T17:41:52.951666Z,735,300,1.0,47.4,13779.46,86.1
2025-11-28T17:41:52.983562Z,734,301,1.0,23.5,13779.39,86.1
2025-11-28T17:41:53.019481Z,732,303,1.0,23.5,13779.38,86.1
2025-11-28T17:41:53.051521Z,732,304,1.0,41.2,13782.85,86.1
2025-11-28T17:41:53.081518Z,731,305,1.0,18.8,13783.15,86.1
2025-11-28T17:41:53.112473Z,730,304,1.0,56.2,13783.48,86.1
2025-11-28T17:41:53.142444Z,729,303,1.0,56.2,13783.42,86.1
2025-11-28T17:41:53.173449Z,728,302,1.0,64.7,13777.95,86.1
2025-11-28T17:41:53.205596Z,727,301,1.0,56.2,13778.02,86.1
2025-11-28T17:41:53.247536Z,727,300,1.0,54.2,13777.61,86.1
2025-11-28T17:41:53.276735Z,728,299,1.0,14.3,13777.83,86.1
2025-11-28T17:41:53.306388Z,729,298,1.0,80.0,13777.82,86.1
2025-11-28T17:41:53.336532Z,731,298,1.0,83.3,13777.88,86.1
2025-11-28T17:41:53.367380Z,732,299,1.0,56.2,13777.91,86.1
2025-11-28T17:41:53.399581Z,734,300,1.0,56.2,13777.98,86.1
2025-11-28T17:41:53.439462Z,736,301,1.0,55.6,13779.13,86.1
2025-11-28T17:41:53.469227Z,737,300,1.0,56.2,13778.76,86.1
2025-11-28T17:41:53.501813Z,737,300,1.0,35.3,13778.75,86.1
2025-11-28T17:41:53.532486Z,737,299,1.0,37.5,13778.79,86.1
2025-11-28T17:41:53.566103Z,739,297,1.0,31.2,13778.82,86.1
